Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Attack,anomaly_score
443,52409070,227,351,12126,643452,709,0,53.4185022,172.306596,4344,0,1833.196581,842.6985284,12508.86535,11.02862539,90830.2773,1840905.173,44000000,1,52400000,231898.5398,2939865.784,44000000,1,8419881,24056.80286,262730.3472,4802820,1,0,0,0,0,7276,11240,4.331311355,6.697314034,0,4344,1132.259067,1095.126629,1199302.334,0,0,0,1,0,0,0,0,1,1134.217993,53.4185022,1833.196581,7276,0,0,0,0,0,0,227,12126,351,643452,65535,331,24,32,8444268.0,0.0,8444268,8444268,44000000.0,0.0,44000000,44000000,BENIGN,0,-0.10941219550596104
443,62895413,3577,4580,27332,9885174,517,0,7.641039978,27.08300428,4380,0,2158.334934,822.4954702,157603.0036,129.6914928,7711.551373,651480.3734,58800000,-1,62900000,17588.20274,983869.9461,58800000,0,62800000,13719.50055,869860.2216,58800000,1,0,0,0,0,74408,91612,56.87219194,72.81930083,0,4380,1215.065702,1232.537214,1519147.985,0,0,0,1,0,0,0,0,1,1215.214662,7.641039978,2158.334934,74408,0,0,0,0,0,0,3577,27332,4580,9885174,8192,95,3338,20,4029077.0,0.0,4029077,4029077,58800000.0,0.0,58800000,58800000,BENIGN,0,-0.10899717465275283
443,64575097,318,644,6749,1300268,363,0,21.22327044,53.37147798,4344,0,2019.049689,891.6351976,20240.26383,14.89738374,67195.73049,1900567.283,58800000,0,64600000,203706.9306,3308437.122,58800000,1,64500000,100301.5521,2328331.058,59000000,1,0,0,0,0,10184,20616,4.924498991,9.972884748,0,4344,1357.234683,1190.580093,1417480.957,0,0,0,1,0,0,0,0,2,1358.64553,21.22327044,2019.049689,10184,0,0,0,0,0,0,318,6749,644,1300268,29200,41,48,32,5648765.0,0.0,5648765,5648765,58800000.0,0.0,58800000,58800000,BENIGN,0,-0.10890972059761339
80,82398984,3141,4186,20618,8884875,328,0,6.564151544,20.63378223,4552,6,2122.5215,833.3373194,108077.704,88.92099932,11247.47256,766198.6702,65400000,-1,17000000,5424.588217,95068.30624,4000989,3,82400000,19683.79116,1013876.336,65400000,1,1,0,0,0,70532,83720,38.11940205,50.80159726,0,4552,1215.312773,1222.086612,1493495.688,0,1,0,0,1,0,0,0,1,1215.478641,6.564151544,2122.5215,70532,0,0,0,0,0,0,3141,20618,4186,8884875,256,0,2744,20,17000000.0,0.0,17000000,17000000,65400000.0,0.0,65400000,65400000,BENIGN,0,-0.1085211453455257
443,64631520,340,1018,3911,1695596,798,0,11.50294118,59.8574264,3864,0,1665.614931,707.3932197,26295.32773,21.01141981,47628.23876,1582467.901,58300000,0,64600000,190653.4513,3165333.775,58300000,0,64500000,63405.2763,1834074.235,58500000,0,0,0,0,0,10888,32584,5.260591117,15.7508287,0,3864,1250.557027,943.5664034,890317.5577,0,0,0,1,0,0,0,0,2,1251.477909,11.50294118,1665.614931,10888,0,0,0,0,0,0,340,3911,1018,1695596,29200,243,20,32,6211466.0,0.0,6211466,6211466,58300000.0,0.0,58300000,58300000,BENIGN,0,-0.10841863843802568
80,77631482,118,175,176175,201968,5840,0,1493.008475,2110.495176,4380,0,1154.102857,1081.39851,4871.000659,3.774242001,265861.2397,1069281.763,10000000,0,77600000,663516.9402,1614932.347,10000000,1,77400000,444811.9828,1376115.288,10100000,1,0,0,0,0,2372,3508,1.520001898,2.254240103,0,5840,1286.20068,1583.160751,2506397.963,0,0,0,1,0,0,0,0,1,1290.590444,1493.008475,1154.102857,2372,0,0,0,0,0,0,118,176175,175,201968,8192,65535,117,20,7748316.75,9193561.432,19300000,71957,6857789.5,2184099.108,10000000,5105032,BENIGN,0,-0.10828059835199211
443,62045913,1203,1718,143712,3422213,8760,0,119.4613466,578.5116245,4380,0,1991.974971,984.2020954,57472.35922,47.07804042,21248.60034,1084805.721,58600000,0,62000000,51618.89601,1690747.785,58600000,0,62000000,36126.94758,1415042.773,58600000,0,0,0,0,0,27272,34372,19.38886772,27.68917269,0,8760,1220.371321,1247.77608,1556945.146,0,0,0,1,0,0,0,0,1,1220.789113,119.4613466,1991.974971,27272,0,0,0,0,0,0,1203,143712,1718,3422213,29200,307,991,20,3427310.0,0.0,3427310,3427310,58600000.0,0.0,58600000,58600000,BENIGN,0,-0.10791921925386694
443,64292013,591,1238,6895,2175470,335,0,11.66666667,28.35320008,4380,0,1757.245557,681.3147624,33944.57411,28.44832374,35170.68545,1368452.311,58400000,0,64300000,108969.5136,2408472.532,58400000,1,64300000,51961.85449,1664025.968,58400000,1,0,0,0,0,11852,24772,9.192432659,19.25589109,0,4380,1192.54918,990.6658229,981418.7726,0,0,0,1,0,0,0,0,2,1193.201203,11.66666667,1757.245557,11852,0,0,0,0,0,0,591,6895,1238,2175470,29200,35,589,20,5859549.0,0.0,5859549,5859549,58400000.0,0.0,58400000,58400000,BENIGN,0,-0.10784215944317499
443,117312330,2954,4027,88177,8879467,950,0,29.85003385,147.1803625,8760,0,2204.983114,964.0903605,76442.46773,59.50781133,16806.92407,227958.8696,6798831,-1,117000000,39726.46156,349330.5335,6798831,1,117000000,29130.64332,306494.5129,6931042,1,0,0,0,0,59092,80552,25.18064384,34.32716749,0,8760,1284.394729,1303.951845,1700290.413,0,0,0,1,0,0,0,0,1,1284.578714,29.85003385,2204.983114,59092,0,0,0,0,0,0,2954,88177,4027,8879467,8192,338,2953,20,66200000.0,0.0,66200000,66200000,6798831.0,0.0,6798831,6798831,BENIGN,0,-0.10784127696961932
443,25659907,104,133,79940,182268,8280,0,768.6538462,1773.374403,4140,0,1370.43609,1113.070809,10218.58731,9.236198713,108728.4195,729265.338,9968808,1,23300000,225842.5437,1080680.746,9968808,5,25400000,192439.0379,1007397.499,10300000,1,0,0,0,0,2092,2696,4.053015469,5.183183244,0,8280,1101.714286,1466.666326,2151110.112,0,0,0,1,0,0,0,0,1,1106.362869,768.6538462,1370.43609,2092,0,0,0,0,0,0,104,79940,133,182268,8192,602,103,20,13300000.0,0.0,13300000,13300000,9968808.0,0.0,9968808,9968808,BENIGN,0,-0.10749926371885055
443,21934144,96,183,82126,239816,10944,0,855.4791667,1991.916554,4104,0,1310.469945,839.0757395,14677.66419,12.71989461,78899.79856,624819.6199,10000000,0,19400000,204187.5368,1042064.278,10000000,1,21700000,119100.989,791208.2769,10300000,0,0,0,0,0,3080,5864,4.37673793,8.343156678,0,10944,1149.792857,1364.46634,1861768.394,0,0,0,1,0,0,0,0,1,1153.913978,855.4791667,1310.469945,3080,0,0,0,0,0,0,96,82126,183,239816,29200,501,30,32,9397242.0,0.0,9397242,9397242,10000000.0,0.0,10000000,10000000,BENIGN,0,-0.10747344673337778
443,62961423,1894,3359,16560,5944099,512,0,8.743400211,22.18432713,4380,0,1769.603751,651.3707445,94671.6055,83.4320406,11988.08511,799034.1214,57900000,-1,63000000,33260.12837,1330883.106,57900000,3,62700000,18680.69357,999859.9037,57900000,1,0,0,0,0,37916,67192,30.08191222,53.35012838,0,4380,1134.499239,993.2341426,986514.062,0,0,0,1,0,0,0,0,1,1134.71521,8.743400211,1769.603751,37916,0,0,0,0,0,0,1894,16560,3359,5944099,8192,78,1891,20,4854667.0,0.0,4854667,4854667,57900000.0,0.0,57900000,57900000,BENIGN,0,-0.1073795061093612
80,116832494,94,159,148545,152862,5840,0,1580.265957,2236.017072,3461,0,961.3962264,928.8445185,2579.821672,2.165493446,463621.0079,1645405.867,10000000,0,117000000,1256263.376,2527492.2,10000000,14,117000000,739257.3671,2041250.873,10000000,0,0,0,0,0,1892,3188,0.804570687,1.360922758,0,5840,1186.641732,1572.155312,2471672.326,0,0,0,1,0,0,0,0,1,1191.332016,1580.265957,961.3962264,1892,0,0,0,0,0,0,94,148545,159,152862,8192,65535,93,20,2536469.417,3753144.119,10400000,29646,7196285.25,1601456.172,10000000,5335419,BENIGN,0,-0.10682903458545057
443,67490433,254,413,5819,823597,2948,0,22.90944882,187.6599283,4344,0,1994.181598,865.0543607,12289.38626,9.882882215,101336.9865,2274629.783,58700000,0,67500000,266760.6047,3689075.726,58700000,1,67300000,163327.949,2904039.769,58900000,1,0,0,0,0,8136,13224,3.763496376,6.119385839,0,4344,1241.640719,1180.752544,1394176.569,0,0,0,1,0,0,0,0,1,1243.502249,22.90944882,1994.181598,8136,0,0,0,0,0,0,254,5819,413,823597,29200,161,28,32,8622040.0,0.0,8622040,8622040,58700000.0,0.0,58700000,58700000,BENIGN,0,-0.10645314169913966
443,65171639,193,314,20951,512215,4344,0,108.5544041,423.0465749,4344,0,1631.257962,808.4112176,8180.951226,7.779457564,128797.7055,2586221.397,58100000,0,65200000,339435.6198,4196750.459,58100000,1,65100000,208142.2204,3289292.173,58100000,1,0,0,0,0,6196,10056,2.961410868,4.818046697,0,4344,1049.53937,1009.976691,1020052.916,0,0,0,1,0,0,0,0,1,1051.609467,108.5544041,1631.257962,6196,0,0,0,0,0,0,193,20951,314,512215,29200,3426,53,32,7037307.0,0.0,7037307,7037307,58100000.0,0.0,58100000,58100000,BENIGN,0,-0.10618070832573823
80,119170391,349,326,309463,250810,2237,0,886.713467,867.4218229,1861,0,769.3558282,710.1705033,4701.444673,5.664158642,176810.6691,618050.5686,10000000,14,119000000,342297.0489,831849.508,10100000,47,119000000,366510.9754,880937.8747,10100000,188,0,0,0,0,6992,6556,2.928579801,2.73557884,0,2237,828.806213,796.9971175,635204.4054,0,0,0,1,0,0,0,0,0,830.0340741,886.713467,769.3558282,6992,0,0,0,0,0,0,349,309463,326,250810,8192,1297,348,20,49500000.0,70000000.0,99000000,50912,10000000.0,46717.83793,10000000,9982701,BENIGN,0,-0.10575112244293217
443,65463837,1240,1214,13840,2505341,346,0,11.16129032,32.86600258,4380,0,2063.707578,890.1592219,38482.02482,37.48634532,26687.2552,1176476.514,58300000,0,65500000,52836.02663,1655303.919,58300000,1,65200000,53715.81946,1680394.779,58500000,1,0,0,0,0,34108,24292,18.94175558,18.54458974,0,4380,1026.142974,1202.399334,1445764.159,0,0,0,1,0,0,0,0,0,1026.561125,11.16129032,2063.707578,34108,0,0,0,0,0,0,1240,13840,1214,2505341,8192,93,639,20,6896631.0,0.0,6896631,6896631,58300000.0,0.0,58300000,58300000,BENIGN,0,-0.1053556191197772
80,119698473,284,484,461269,474206,10024,6,1624.18662,2133.707779,4407,6,979.7644628,940.3450835,7815.262606,6.41612195,156060.5906,591719.2049,4862925,0,120000000,422962.4311,916467.674,4862925,9,120000000,247760.6501,741229.7003,4892803,0,1,0,0,0,5680,9680,2.372628429,4.043493521,6,10024,1222.628088,1531.834443,2346516.76,0,1,0,0,1,0,0,0,1,1224.220052,1624.18662,979.7644628,5680,0,0,0,0,0,0,284,461269,484,474206,64240,65535,283,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,-0.10440973058659708
443,64401745,1323,2062,61940,3193939,1675,0,46.81783825,241.9298812,4290,0,1548.951988,643.3420398,50555.75746,52.5606876,19031.24852,1002913.388,58300000,0,64400000,48715.38956,1606748.182,58400000,3,64300000,31202.63513,1285913.045,58400000,0,0,0,0,0,29400,41252,20.54292162,32.01776598,0,4290,961.5708801,901.3040878,812349.0586,0,0,0,1,0,0,0,0,1,961.8549483,46.81783825,1548.951988,29400,0,0,0,0,0,0,1323,61940,2062,3193939,8192,1622,1164,20,5967047.0,0.0,5967047,5967047,58300000.0,0.0,58300000,58300000,BENIGN,0,-0.10414941666559874
80,117423524,204,336,312775,372114,5840,6,1533.210784,2084.392482,4380,6,1107.482143,1081.942145,5832.638782,4.598737813,217854.4045,721816.681,4294476,1,117000000,578441.0049,1087344.023,4294476,10,117000000,350339.0507,919388.9797,4354179,1,1,0,0,0,4080,6720,1.737300952,2.861436862,6,5840,1274.144177,1555.791302,2420486.575,0,1,0,0,1,0,0,0,1,1276.503704,1533.210784,1107.482143,4080,0,0,0,0,0,0,204,312775,336,372114,64240,65535,203,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,-0.10343398355977884
80,118561373,199,342,300610,352252,5840,6,1510.603015,2086.19611,4388,6,1029.976608,939.9406417,5506.532047,4.563037575,219558.0981,745821.6537,4875903,-1,119000000,598794.2879,1138389.495,4875903,10,119000000,347599.7449,927990.5584,4906177,0,1,0,0,0,3980,6840,1.678455596,2.884581979,6,5840,1213.243542,1492.036809,2226173.841,0,1,0,0,1,0,0,0,1,1215.486137,1510.603015,1029.976608,3980,0,0,0,0,0,0,199,300610,342,352252,64240,65535,198,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,-0.10343398355977884
80,119435825,228,405,359423,419423,5840,6,1576.416667,2119.771482,3019,6,1035.612346,930.9507066,6521.041739,5.299917341,188980.7358,647919.3892,3240392,1,119000000,526148.7797,998158.2985,3240392,10,119000000,295559.3144,802152.9785,3270360,1,1,0,0,0,4560,8100,1.908974966,3.390942374,6,5840,1235.902208,1500.362213,2251086.771,0,1,0,0,1,0,0,0,1,1237.85466,1576.416667,1035.612346,4560,0,0,0,0,0,0,228,359423,405,419423,64240,65535,227,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,-0.10343398355977884
80,117870417,201,195,174526,140443,2183,0,868.2885572,862.9712894,1810,2,720.2205128,700.3019949,2672.163279,3.359621609,298406.119,1018694.23,10000000,17,118000000,589096.085,1375988.013,10100000,452,118000000,607299.7835,1424955.633,10100000,161,0,0,0,0,4032,3904,1.705262483,1.654359126,0,2183,793.372796,789.5897011,623451.896,0,0,0,1,0,0,0,0,0,795.3762626,868.2885572,720.2205128,4032,0,0,0,0,0,0,201,174526,195,140443,8192,65535,200,20,20600000.0,25700000.0,54300000,51324,8848597.5,2295825.875,10000000,5405735,BENIGN,0,-0.1032797728787822
443,63918457,142,560,5280,1102332,1359,0,37.18309859,122.4271455,4344,0,1968.45,871.8239169,17328.51592,10.98274322,91181.82168,2222104.008,58800000,1,63900000,453322.3901,4952123.009,58800000,24,63900000,114313.3667,2489101.272,58800000,1,0,0,0,0,4552,17928,2.221580537,8.76116268,0,4344,1575.550498,1101.656025,1213645.997,0,0,0,1,0,0,0,0,3,1577.794872,37.18309859,1968.45,4552,0,0,0,0,0,0,142,5280,560,1102332,29200,139,39,32,5101238.0,0.0,5101238,5101238,58800000.0,0.0,58800000,58800000,BENIGN,0,-0.10303860704279133
443,67163220,340,431,5851,868059,558,0,17.20882353,53.83653214,4344,0,2014.058005,925.6251182,13011.7347,11.47949726,87224.96104,2100736.571,58100000,1,67200000,198121.5929,3165194.993,58100000,1,67100000,156004.3814,2815139.239,58200000,1,0,0,0,0,10888,13800,5.062294512,6.417202749,0,4344,1132.007772,1209.853461,1463745.398,0,0,0,1,0,0,0,0,1,1133.476005,17.20882353,2014.058005,10888,0,0,0,0,0,0,340,5851,431,868059,29200,36,40,32,8984386.0,0.0,8984386,8984386,58100000.0,0.0,58100000,58100000,BENIGN,0,-0.10292156193140023
443,65980211,523,979,58130,1452058,5840,0,111.1472275,510.3566022,4380,0,1483.205312,561.5084141,22888.4991,22.76440128,43957.50233,1510975.279,58400000,0,66000000,126398.8716,2561803.162,58400000,0,65900000,67410.85481,1872349.434,58500000,0,0,0,0,0,10480,19592,7.926619089,14.8377822,0,5840,1004.782435,850.7332812,723747.1157,0,0,0,1,0,0,0,0,1,1005.451398,111.1472275,1483.205312,10480,0,0,0,0,0,0,523,58130,979,1452058,29200,143,522,20,7488223.0,0.0,7488223,7488223,58400000.0,0.0,58400000,58400000,BENIGN,0,-0.10240714664974004
80,86770704,613,695,6595,1479984,346,0,10.75856444,46.18470072,4380,0,2129.473381,891.663563,17132.26851,15.07421214,66389.215,1780228.625,63700000,0,23100000,37693.09477,374921.5184,7005810,0,86700000,124997.6571,2443133.01,63700000,1,0,0,0,0,17388,13912,7.064596364,8.00961578,0,4380,1135.660046,1241.635277,1541658.162,0,0,1,1,0,0,0,1,1,1136.528287,10.75856444,2129.473381,17388,0,0,0,0,0,0,613,6595,695,1479984,8192,0,439,20,3643548.667,6193963.444,10800000,24271,25300000.0,33300000.0,63700000,5131786,BENIGN,0,-0.10232094510420475
80,117216212,88,129,118369,127725,3119,6,1345.102273,1354.508869,1858,0,990.1162791,738.0055961,2099.48774,1.851279753,542667.6481,1605924.95,8159249,1,117000000,1347312.782,2314897.188,8159249,43,117000000,915352.4453,2028588.071,8210628,1,0,0,0,0,1760,2604,0.750749393,1.10053036,0,3119,1128.899083,1045.492576,1093054.727,0,0,0,0,1,0,0,0,1,1134.101382,1345.102273,990.1162791,1760,0,0,0,0,0,0,88,118369,129,127725,16425,1927,87,20,4433607.6,4825454.428,11000000,51000,6191365.2,909882.6504,8159249,5032790,BENIGN,0,-0.10219569003499729
443,65560980,464,711,9895,1273047,326,0,21.32543103,61.57823274,4344,0,1790.50211,1036.928992,19568.68247,17.92224582,55844.10562,1696885.19,58100000,0,65600000,141600.3888,2701607.862,58100000,1,65500000,92247.40282,2182845.088,58200000,0,0,0,0,0,20340,22760,7.077380478,10.84486535,0,4344,1090.937075,1183.272934,1400134.837,0,0,0,1,0,0,0,0,1,1091.865532,21.32543103,1790.50211,20340,0,0,0,0,0,0,464,9895,711,1273047,29200,1910,61,32,7365190.0,0.0,7365190,7365190,58100000.0,0.0,58100000,58100000,BENIGN,0,-0.10216360950456971
443,86309557,1180,2338,25175,3271212,233,0,21.33474576,41.17688498,4380,0,1399.149701,442.0704088,38192.60711,40.76026019,24540.67586,1007974.255,58200000,0,86300000,73205.73113,1740412.964,58200000,1,86300000,36925.31151,1237756.996,58200000,1,0,0,0,0,23624,46772,13.67171888,27.08854131,0,4380,936.7396988,744.1845795,553810.6883,0,0,0,1,0,0,0,0,1,937.0059693,21.33474576,1399.149701,23624,0,0,0,0,0,0,1180,25175,2338,3271212,8192,83,1178,20,7100743.5,5118630.731,10700000,3481325,35900000.0,31400000.0,58200000,13700000,BENIGN,0,-0.10212153415033864
443,64779038,602,802,6803,1695348,215,0,11.30066445,25.29245183,4380,0,2113.900249,896.300946,26276.26239,21.67367783,46171.80185,1551923.958,58000000,0,64800000,107785.421,2370925.005,58000000,2,64600000,80601.67915,2054850.342,58000000,1,0,0,0,0,12052,16052,9.29312967,12.38054816,0,4380,1211.495374,1241.953447,1542448.366,0,0,0,1,0,0,0,0,1,1212.358262,11.30066445,2113.900249,12052,0,0,0,0,0,0,602,6803,802,1695348,8192,1315,601,20,6541675.0,0.0,6541675,6541675,58000000.0,0.0,58000000,58000000,BENIGN,0,-0.10181699841289416
443,67408313,2446,3079,88548,5530918,1650,0,36.20114473,77.30263222,4733,0,1796.335823,767.4892571,83364.58442,81.96318457,12202.80829,790750.8082,58800000,0,67400000,27569.86217,1188544.305,58800000,0,67200000,21828.24237,1059982.384,58800000,1,0,0,0,0,48932,61592,36.28632569,45.67685888,0,4733,1016.913862,1046.584946,1095340.048,0,0,0,1,0,0,0,0,1,1017.097919,36.20114473,1796.335823,48932,0,0,0,0,0,0,2446,88548,3079,5530918,8192,2084,2445,20,8408495.0,0.0,8408495,8408495,58800000.0,0.0,58800000,58800000,BENIGN,0,-0.101779132647704
443,64641430,783,767,5847,1695274,215,0,7.46743295,22.85730559,5840,0,2210.265971,913.9360389,26316.26497,23.97842993,41731.07166,1491536.736,58700000,-1,64600000,82661.67519,2099090.857,58700000,1,5911531,7717.403394,92173.94971,2200750,1,0,0,0,0,21348,15352,12.1129746,11.86545533,0,5840,1096.789813,1275.453177,1626780.807,0,0,0,1,0,0,0,0,0,1097.497419,7.46743295,2210.265971,21348,0,0,0,0,0,0,783,5847,767,1695274,8192,1315,449,20,5985500.0,0.0,5985500,5985500,58700000.0,0.0,58700000,58700000,BENIGN,0,-0.10162422762909673
80,114202382,299,157,46124,59526,292,6,154.2608696,143.142765,384,0,379.1464968,42.86544471,925.1120524,3.992911461,250994.2462,978869.6666,9948945,108,114000000,383229.4698,1189928.36,9948945,108,114000000,731479.9295,1604318.739,10000000,218,1,0,0,0,5980,3152,2.61815905,1.374752411,0,384,231.8205689,159.5123413,25444.18703,0,1,0,0,1,0,0,0,0,232.3289474,154.2608696,379.1464968,5980,0,0,0,0,0,0,299,46124,157,59526,255,4129,298,20,18600000.0,16200000.0,41100000,4156406,8133623.5,2138800.868,9948945,5075294,BENIGN,0,-0.1015626631757407
80,119634479,207,332,311741,369475,8275,6,1505.995169,2067.145521,4380,6,1112.876506,1104.350452,5694.144411,4.505390123,222368.9201,733729.8087,4095329,1,120000000,580749.8981,1097882.119,4095329,2,120000000,361252.4562,942608.5855,4155718,1,1,0,0,0,4140,6640,1.730270418,2.775119704,6,8275,1269.698148,1561.120042,2437095.784,0,1,0,0,1,0,0,0,1,1272.053803,1505.995169,1112.876506,4140,0,0,0,0,0,0,207,311741,332,369475,64240,65535,206,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,-0.10100038473326789
80,119803301,200,330,302459,368457,8281,6,1512.295,2071.176307,4380,6,1116.536364,1070.666145,5600.146193,4.423918169,226471.2684,753940.7113,3807712,1,120000000,602025.809,1136877.973,3807712,2,120000000,363952.8754,962448.2504,3870858,1,1,0,0,0,4000,6600,1.669403083,2.754515086,6,8281,1271.79096,1541.957524,2377633.007,0,1,0,0,1,0,0,0,1,1274.190566,1512.295,1116.536364,4000,0,0,0,0,0,0,200,302459,330,368457,64240,65535,199,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,-0.10100038473326789
443,68205911,1476,4154,80924,9134043,4380,0,54.82655827,262.0905027,4380,0,2198.854839,870.1765988,135105.1084,82.54416542,12116.87884,789374.5871,58800000,-1,68200000,46241.29559,1541998.336,58800000,0,68200000,16419.63569,919850.9891,58800000,0,0,0,0,0,31328,83092,21.64035314,60.90381228,0,4380,1636.470787,1210.877944,1466225.394,0,0,0,1,0,0,0,0,2,1636.761456,54.82655827,2198.854839,31328,0,0,0,0,0,0,1476,80924,4154,9134043,29200,160,1339,20,1118707.0,1497875.608,2177865,59549,33000000.0,36500000.0,58800000,7163490,BENIGN,0,-0.10040586827063813
443,119850007,1142,1510,11454,3032688,220,0,10.02977233,22.05035643,4590,0,2008.402649,881.9333292,25399.59802,22.12765828,45209.3576,557184.9061,14700000,-1,120000000,105039.4294,845867.6645,14700000,1,120000000,79413.33135,742603.6197,14800000,1,0,0,0,0,24724,30212,9.528576832,12.59908145,0,4590,1147.433848,1192.657045,1422430.826,0,0,0,1,0,0,0,0,1,1147.866516,10.02977233,2008.402649,24724,0,0,0,0,0,0,1142,11454,1510,3032688,8192,1013,997,20,45200000.0,63500000.0,90100000,291207,14600000.0,241228.7713,14700000,14400000,BENIGN,0,-0.09988610960256261
443,63328675,913,1238,24858,2153151,2869,0,27.22672508,120.9073793,4431,0,1739.217286,930.5267085,34392.14542,33.96565616,29455.19767,488442.8211,16000000,-1,63300000,69439.24781,748497.6062,16000000,2,63000000,50926.79547,663060.5124,16400000,1,0,0,0,0,18272,25380,14.41684987,19.54880629,0,4431,1012.085967,1104.81966,1220626.48,0,0,0,1,0,0,0,0,1,1012.556485,27.22672508,1739.217286,18272,0,0,0,0,0,0,913,24858,1238,2153151,8192,65392,912,20,4926634.75,7694716.337,16400000,343836,10700000.0,4014299.734,16000000,6321822,BENIGN,0,-0.09983206343718964
443,106741658,497,661,4681,1538256,100,6,9.418511066,17.16235035,8760,6,2327.164902,1203.089092,14454.87197,10.84862294,92257.26707,1897121.723,58900000,-1,107000000,215204.9093,2894586.366,58900000,3,107000000,161706.8818,2522134.518,59100000,1,1,0,0,0,9940,13220,4.656101557,6.192521387,6,8760,1331.305436,1463.748894,2142560.825,0,1,0,0,1,0,0,0,1,1332.455095,9.418511066,2327.164902,9940,0,0,0,0,0,0,497,4681,661,1538256,65278,1013,496,20,457629.75,391424.4894,1012908,163967,26200000.0,21800000.0,58900000,14700000,BENIGN,0,-0.09971026965572305
443,36090546,139,241,52673,408638,4277,0,378.942446,816.1367796,4344,0,1695.593361,969.9468073,12782.04547,10.52907318,95225.71504,894772.382,10000000,1,36100000,261525.6957,1474141.791,10000000,3,36000000,149940.675,1124685.437,10000000,1,0,0,0,0,4468,7720,3.851424138,6.677649044,0,4344,1210.790026,1114.501691,1242114.019,0,0,0,1,0,0,0,0,1,1213.976316,378.942446,1695.593361,4468,0,0,0,0,0,0,139,52673,241,408638,29200,5008,32,32,1544755.0,2635219.175,4587644,23307,10000000.0,9298.732028,10000000,10000000,BENIGN,0,-0.09951561833786093
443,117272491,74,145,129451,111818,6213,0,1749.337838,2342.123748,2920,0,771.1586207,782.5844707,2057.336703,1.867445623,537947.2064,1741254.986,10000000,0,117000000,1606472.479,2722448.765,10000000,14,117000000,814187.1875,2103665.533,10000000,1,0,0,0,0,1492,2908,0.631009023,1.2364366,0,6213,1096.677273,1565.502155,2450796.996,0,0,0,1,0,0,0,0,1,1101.684932,1749.337838,771.1586207,1492,0,0,0,0,0,0,74,129451,145,111818,8192,65535,73,20,3445210.364,4061336.548,11300000,29395,7162683.182,1954021.839,10000000,5179223,BENIGN,0,-0.09948315523506324
443,62436761,518,1055,46250,1644289,4380,0,89.28571429,338.3310435,4380,0,1558.567773,596.4381157,27076.02017,25.19349138,39718.04135,1479452.963,58600000,-1,62400000,120767.4294,2581693.667,58700000,31,62400000,59187.14516,1807242.617,58700000,1,0,0,0,0,10392,21112,8.296394491,16.89709689,0,4380,1074.040025,868.055298,753520.0003,0,0,0,1,0,0,0,0,2,1074.722823,89.28571429,1558.567773,10392,0,0,0,0,0,0,518,46250,1055,1644289,29200,144,516,20,3746073.0,0.0,3746073,3746073,58600000.0,0.0,58600000,58600000,BENIGN,0,-0.09833525574893809
443,65981402,896,1053,32771,1764281,554,0,36.57477679,47.88978256,4380,0,1675.480532,901.5834206,27235.73531,29.53862666,33871.35626,1336364.838,59000000,-1,66000000,73722.23687,1971432.1,59000000,0,65800000,62512.64259,1819196.676,59000000,1,0,0,0,0,17932,21072,13.57958414,15.95904252,0,4380,921.5651282,1052.322854,1107383.39,0,0,0,1,0,0,0,0,1,922.0379682,36.57477679,1675.480532,17932,0,0,0,0,0,0,896,32771,1053,1764281,8192,1392,895,20,6782656.0,0.0,6782656,6782656,59000000.0,0.0,59000000,59000000,BENIGN,0,-0.09823880751657055
